,game,platform,rating
86,Metal Gear Rising: Revengeance,PC,83
87,Tony Hawk's Underground 2,Xbox,83
88,Castlevania: Lords of Shadow,Xbox 360,83
89,Sine Mora,PlayStation 3,83
90,Tales of Monkey Island Chapter 5: Rise of the Pirate God,Wii,83
91,Crisis Core: Final Fantasy VII,PSP,83
92,Starseed Pilgrim,PC,83
93,Age of Conan: Rise of the Godslayer,PC,83
94,Trine,PlayStation 3,83
95,Darksiders,Xbox 360,83
96,MLB 08: The Show,PSP,83
97,Alan Wake,PC,83
98,OlliOlli: Switch Stance,Switch,83
99,Titanfall,Xbox 360,83
100,Karaoke Revolution,PlayStation 2,83
101,Hitman 2: Silent Assassin,GameCube,83
102,NBA Live 2003,PlayStation 2,83
103,Tiger Woods PGA Tour 2002,PC,83
104,Monaco: What's Yours Is Mine,PC,83
105,Indigo Prophecy,PlayStation 2,83
106,Deus Ex: Mankind Divided,Xbox One,83
107,Trials Rising,PC,83
108,Castle Crashers Remastered,Xbox One,83
109,Transistor,PC,83
110,Pac-Man Championship Edition,Xbox 360,83
111,Prince of Persia: Warrior Within,GameCube,83
112,Yakuza: Like a Dragon,PC,83
113,Moonlighter,Switch,83
114,Mutant Mudds: Super Challenge,Wii U,83
115,Child of Light,PlayStation Vita,83
116,Rogue Galaxy,PlayStation 2,83
117,inFamous 2,PlayStation 3,83
118,Nintendogs: Chihuahua & Friends,DS,83
119,Tekken Tag Tournament 2,Xbox 360,83
120,The Forgotten City,PlayStation 5,83
121,No Man's Sky Beyond,PlayStation 4,83
122,Yakuza 5,PlayStation 3,83
123,DiRT,PlayStation 3,83
124,FIFA Soccer 08,PlayStation 2,83
125,Sunlight,PC,83
126,Creaks,PlayStation 4,83
127,Zero Escape: Zero Time Dilemma,PlayStation Vita,83
128,Outland,PlayStation 3,83
129,GRIME,PC,83
130,Skylanders Swap Force,PlayStation 3,83
131,GRIS,Switch,83
132,Call of Duty: Advanced Warfare,PlayStation 4,83
133,UnderMine,Switch,83
134,The Great Ace Attorney Chronicles,PlayStation 4,83
135,Super Mega Baseball 3,Xbox One,83
136,WarioWare: Smooth Moves,Wii,83
137,Tiger Woods PGA Tour 06,PlayStation 2,83
138,The Sexy Brutale,PC,83
139,MLB 14: The Show,PlayStation 4,83
140,Helldivers,PC,83
141,Project CARS,PlayStation 4,83
142,Worldwide Soccer Manager 2009,PC,83
143,Call of Duty: World at War,PC,83
144,Torchlight,PC,83
145,FIFA 19,PlayStation 4,83
146,Ape Out,PC,83
147,Mortal Kombat X,PlayStation 4,83
148,Sky: Children of the Light,Switch,83
149,Valdis Story: Abyssal City,PC,83
150,Art Style: PiCTOBiTS,DS,83
151,Sonic Advance 2,Game Boy Advance,83
152,Rayman 3,Game Boy Advance,83
153,NCAA College Basketball 2K3,PlayStation 2,83
154,Steel Battalion,Xbox,83
155,XGIII: Extreme G Racing,GameCube,83
156,FIFA 2001,PlayStation 2,83
157,Crimson Skies,PC,83
158,Professor Layton and the Last Specter,DS,83
159,NBA 2K15,PlayStation 4,83
160,Katana ZERO,PC,83
161,Danganronpa 1-2 Reload,PlayStation 4,83
162,LIMBO,Switch,83
163,Nintendogs: Lab & Friends,DS,83
164,Xenoblade Chronicles 2,Switch,83
165,Need for Speed Most Wanted,Xbox,83
166,World of Warcraft: Shadowlands,PC,83
167,WRC 9 FIA World Rally Championship,Xbox One,83
168,Madden NFL 16,PlayStation 4,83
169,RACE 07: Official WTCC Game,PC,83
170,Spiritfarer,PlayStation 4,83
171,Freedom Planet,PC,83
172,Spiritfarer,Switch,83
173,Dark Souls Remastered,Switch,83
174,2010 FIFA World Cup South Africa,Xbox 360,83
175,FIFA Soccer 10,PSP,83
176,Gravity Rush,PlayStation Vita,83
177,Pokemon Omega Ruby,3DS,83
178,Horizon Zero Dawn: The Frozen Wilds,PlayStation 4,83
179,Ninja Gaiden: Dragon Sword,DS,83
180,Rhythm Heaven Fever,Wii,83
181,Ms. 'Splosion Man,Xbox 360,83
182,Detention,PlayStation 4,83
183,SUPERHOT,PlayStation 4,83
184,SUPERHOT,Xbox One,83
185,CastleStorm,Wii U,83
186,EverQuest II: Rise of Kunark,PC,83
187,Ninja Gaiden Sigma 2,PlayStation 3,83
188,Dragon Quest Heroes: Rocket Slime,DS,83
189,Sleeping Dogs,PlayStation 3,83
190,Contra 4,DS,83
191,Street Fighter: 30th Anniversary Collection,PlayStation 4,83
192,Rhythm Heaven,DS,83
193,Collection of Mana,Switch,83
194,Metro Exodus: Complete Edition,PlayStation 5,83
195,Path of Exile: The Fall of Oriath,Xbox One,83
196,The Legend of Heroes: Trails in the Sky the 3rd,PC,83
197,SteamWorld Heist,PlayStation 4,83
198,Dark Age of Camelot: Catacombs,PC,83
199,ABZU,PC,83
200,The Messenger,PC,83
201,Nintendogs: Dalmatian & Friends,DS,83
202,Hypnospace Outlaw,PC,83
203,Little Nightmares,Xbox One,83
204,Stacking,PlayStation 3,83
205,Overcooked! 2: Surf 'n' Turf,Switch,83
206,Spore Creature Creator,PC,83
207,Final Fantasy V Advance,Game Boy Advance,83
208,Colin McRae Rally 2005,PC,83
209,James Bond 007: Everything or Nothing,Xbox,83
210,The Sims,PlayStation 2,83
211,All-Star Baseball 2003,GameCube,83
212,F1 2001,Xbox,83
213,Looney Tunes: Space Race,Dreamcast,83
214,Disc Room,PC,83
215,Tom Clancy's Splinter Cell: Conviction,PC,83
216,Luftrausers,PlayStation Vita,83
217,Chicken Police - Paint it RED!,Switch,83
218,And Yet It Moves,Wii,83
219,Tribes: Vengeance,PC,83
220,Hitman: Absolution,PlayStation 3,83
221,Resident Evil Village,PC,83
222,Super Puzzle Fighter II Turbo HD Remix,Xbox 360,83
223,Hitman: Blood Money,PlayStation 2,83
224,Kirby Mass Attack,DS,83
225,Call of Duty: Black Ops II,PlayStation 3,83
226,Guitar Hero III: Legends of Rock,PlayStation 3,83
227,Alan Wake,Xbox 360,83
228,Sega Ages: Sonic the Hedgehog 2,Switch,83
229,Gorogoa,Switch,83
230,Tales From The Borderlands: Episode 3 - Catch A Ride,PlayStation 4,83
231,L.A. Noire: The Complete Edition,PC,83
232,Brutal Legend,PlayStation 3,83
233,Dragon Quest Wars,DS,83
234,VVVVVV,3DS,83
235,Katana ZERO,Switch,83
236,GTR Evolution,PC,83
237,Marvel: Ultimate Alliance,Xbox,83
238,Killer Queen Black,Switch,83
239,Life is Strange: Episode 5 - Polarized,PC,83
240,Battlefield 3: Back to Karkand,PlayStation 3,83
241,Bully: Scholarship Edition,Wii,83
242,Def Jam: Fight for NY,PlayStation 2,83
243,Demeo,PC,83
244,SteamWorld Dig,Wii U,83
245,Broforce,PC,83
246,Disgaea 2: Dark Hero Days,PSP,83
247,Dust: An Elysian Tail,Xbox 360,83
248,Battlefield: Bad Company,Xbox 360,83
249,A Plague Tale: Innocence,Xbox One,83
250,Splasher,Switch,83
251,Spelunky,PlayStation 3,83
252,NCAA Football 09,Xbox 360,83
253,Star Wars: Battlefront II (2005),Xbox,83
254,Wipeout Fusion,PlayStation 2,83
255,Independence War 2: Edge of Chaos,PC,83
256,Myst III: Exile,PC,83
257,Final Fantasy Tactics,PlayStation,83
258,Ace Combat 2,PlayStation,83
259,Superbrothers: Sword & Sworcery EP,PC,83
260,Spyro Reignited Trilogy,Xbox One,83
261,Sid Meier's Civilization IV: Colonization,PC,83
262,Pro Evolution Soccer 2008,Wii,83
263,Steel Division: Normandy 44,PC,83
264,Hearts of Iron IV,PC,83
265,Nintendogs: Dachshund & Friends,DS,83
266,Tales From Off-Peak City Vol. 1,PC,83
267,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Switch,83
268,Skylanders Swap Force,Xbox 360,83
269,Dark Souls II: Crown of the Sunken King,PlayStation 3,83
270,Europa Universalis III,PC,83
271,FIFA 19,Xbox One,83
272,Rhythm Heaven Megamix,3DS,83
273,Duskers,PC,83
274,F1 2011,PC,83
275,Severed,Wii U,83
276,Prince of Persia: Warrior Within,PC,83
277,Door Kickers,PC,83
278,Counter-Strike: Global Offensive,PC,83
279,Resident Evil 7: biohazard,PC,83
280,Owlboy,Xbox One,83
281,OlliOlli2: XL Edition,Xbox One,83
282,Frequency,PlayStation 2,83
283,The Last Campfire,Switch,83
284,Call of Duty: World at War,Wii,83
285,Iconoclasts,PlayStation 4,83
286,Flipping Death,Switch,83
287,Yoku's Island Express,Xbox One,83
288,Warhammer: Vermintide 2,Xbox One,83
289,MLB 07: The Show,PlayStation 2,83
290,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough,Wii,83
291,Worms W.M.D,Switch,83
292,Theatrhythm Final Fantasy: Curtain Call,3DS,83
293,Boktai: The Sun Is in Your Hand,Game Boy Advance,83
294,Harvest Moon: Magical Melody,GameCube,83
295,Pokemon Platinum Version,DS,83
296,Assassin's Creed Odyssey,PlayStation 4,83
297,Donkey Kong Country: Tropical Freeze,Wii U,83
298,Valkyria Chronicles II,PSP,83
299,Crown Trick,PC,83
300,Code:Realize - Guardian of Rebirth,Switch,83
301,Reventure,Switch,83
302,VA-11 Hall-A: Cyberpunk Bartender Action,PlayStation 4,83
303,F1 2018,PC,83
304,Batman: The Telltale Series - Episode 2: Children of Arkham,Xbox One,83
305,ZEN Pinball 2: The Walking Dead,PlayStation 4,83
306,BlazBlue: Continuum Shift Extend,PlayStation Vita,83
307,Odin Sphere,PlayStation 2,83
308,Tony Hawk's Underground 2 Remix,PSP,83
309,Maximo vs Army of Zin,PlayStation 2,83
310,Metal Arms: Glitch in the System,GameCube,83
311,ESPN College Hoops,PlayStation 2,83
312,High Heat Major League Baseball 2004,PlayStation 2,83
313,MechWarrior 4: Mercenaries,PC,83
314,F1 2001,PlayStation 2,83
315,Breath of Fire IV,PlayStation,83
316,Metal Gear Solid,PC,83
317,Mario Kart 64,Nintendo 64,83
318,"Invisible, Inc.",PC,83
319,WarioWare D.I.Y.,DS,83
320,Wipeout Pulse,PSP,83
321,SOMA,Xbox One,83
322,Dark Souls II: Crown of the Ivory King,PC,83
323,Defense Grid: The Awakening,Xbox 360,83
324,Sega Genesis Collection,PSP,83
325,Atelier Mysterious Trilogy Deluxe Pack,Switch,83
326,Gears of War: Ultimate Edition,Xbox One,83
327,Tomb Raider: Legend,Xbox,83
328,Tom Clancy's Rainbow Six Vegas 2,Xbox 360,83
329,Red Faction: Guerrilla,PC,83
330,X-Men Legends II: Rise of Apocalypse,PlayStation 2,83
331,Yoku's Island Express,Switch,83
332,Command & Conquer Remastered Collection,PC,83
333,Freedom Finger,PlayStation 4,83
334,The Book of Unwritten Tales,PC,83
335,Ys: Memories of Celceta,PlayStation Vita,83
336,Laser League,PlayStation 4,82
337,Super Hydorah,Xbox One,82
338,BioShock 2: Minerva's Den,Xbox 360,82
339,Street Fighter V: Champion Edition,PlayStation 4,82
340,Sayonara Wild Hearts,PlayStation 4,82
341,KORG DS-10 Synthesizer,DS,82
342,Super Robot Taisen: Original Generation 2,Game Boy Advance,82
343,Watch Dogs 2,PlayStation 4,82
344,Hand of Fate 2,PlayStation 4,82
345,TOCA Race Driver 3,PlayStation 2,82
346,Dance Central,Xbox 360,82
347,FIFA 16,PlayStation 4,82
348,Yakuza 6: The Song of Life,PC,82
349,F1 2011,PlayStation 3,82
350,Capitalism II,PC,82
351,Rally Trophy,PC,82
352,GT Advance Championship Racing,Game Boy Advance,82
353,Ridge Racer 64,Nintendo 64,82
354,Pokemon Alpha Sapphire,3DS,82
355,Nuclear Throne,PlayStation 4,82
356,Rock Band,PlayStation 2,82
357,Stealth Inc 2: A Game of Clones,Xbox One,82
358,Wreckfest,PlayStation 4,82
359,Dark Souls III: The Ringed City,PC,82
360,Dawn of Discovery,PC,82
361,Pinball FX3,Switch,82
362,Hitman 2,PC,82
363,Hot Shots Golf: Open Tee 2,PSP,82
364,Streets of Rage 4,Xbox One,82
365,Outer Wilds,PlayStation 4,82
366,SingStar (2008),PlayStation 3,82
367,The Sexy Brutale,Xbox One,82
368,FIFA 07 Soccer,PlayStation 2,82
369,Child of Light,Xbox One,82
370,L.A. Noire: The VR Case Files,PC,82
371,City of Villains,PC,82
372,Cave Story 3D,3DS,82
373,The Banner Saga 2,PC,82
374,Kaze and the Wild Masks,PC,82
375,The Wolf Among Us: Episode 2 - Smoke and Mirrors,PlayStation 3,82
376,LEGO Marvel Super Heroes,Wii U,82
377,Kentucky Route Zero - Act II,PC,82
378,Minecraft: Xbox 360 Edition,Xbox 360,82
379,MLB 07: The Show,PSP,82
380,Dead Space: Extraction,Wii,82
381,NBA 2K10,Xbox 360,82
382,Project CARS 2,PlayStation 4,82
383,NBA Ballers,Xbox,82
384,Shadow of the Tomb Raider,Xbox One,82
385,Katamari Damacy REROLL,PlayStation 4,82
386,Football Manager 2018,PC,82
387,Resident Evil: Revelations,3DS,82
388,Tom Clancy's Splinter Cell: Blacklist,PC,82
389,You Don't Know Jack,Xbox 360,82
390,Gears Tactics,Xbox Series X,82
391,Sam & Max Save the World Remastered,PC,82
392,SUPERHOT,PC,82
393,LEGO Marvel Super Heroes,PlayStation 3,82
394,Pokemon Ruby Version,Game Boy Advance,82
395,MVP Baseball 2003,Xbox,82
396,NHL Hitz 20-03,GameCube,82
397,Gitaroo Man,PlayStation 2,82
398,Theme Park Roller Coaster,PlayStation 2,82
399,Dave Mirra Freestyle BMX,PlayStation,82
400,Karaoke Revolution Volume 3,PlayStation 2,82
401,Dawn of Discovery,DS,82
402,Professor Layton and the Miracle Mask,3DS,82
403,Yakuza 5 Remastered,PlayStation 4,82
404,The Pinball Arcade,PlayStation 4,82
405,Monster Hunter 3 Ultimate,Wii U,82
406,SnowRunner,PC,82
407,Saints Row: The Third,PlayStation 3,82
408,Borderlands: The Handsome Collection,PlayStation 4,82
409,Tom Clancy's The Division 2,PlayStation 4,82
410,Forza Horizon 2: Storm Island,Xbox One,82
411,Super Stardust Delta,PlayStation Vita,82
412,Tiger Woods PGA Tour 09,PlayStation 3,82
413,Act of War: Direct Action,PC,82
414,Madden NFL 18,PlayStation 4,82
415,South Park: The Stick of Truth,Xbox 360,82
416,Geometry Wars 3: Dimensions,Xbox One,82
417,SUPERHOT: MIND CONTROL DELETE,Xbox One,82
418,Flat Heroes,Switch,82
419,Stealth Inc 2: A Game of Clones,Wii U,82
420,Horizon Chase Turbo,Switch,82
421,RiME,Xbox One,82
422,Tekken 7,PC,82
423,Runbow,Wii U,82
424,Madden NFL 17,PlayStation 4,82
425,Pistol Whip,PC,82
426,Mortal Kombat 11,PC,82
427,Sokobond,PC,82
428,Quell Memento,PlayStation Vita,82
429,MotoHeroz,Wii,82
430,Mario vs. Donkey Kong: Minis March Again!,DS,82
431,Zone of the Enders: The 2nd Runner,PlayStation 2,82
432,CrossCode,Switch,82
433,F1 2016,PlayStation 4,82
434,Viva Pinata: Trouble in Paradise,Xbox 360,82
435,Sam & Max Episode 105: Reality 2.0,PC,82
436,Destiny 2: Forsaken,PlayStation 4,82
437,2010 FIFA World Cup South Africa,PlayStation 3,82
438,Ruiner,Switch,82
439,One Step From Eden,PC,82
440,Blazing Chrome,Xbox One,82
441,Operencia: The Stolen Sun,Xbox One,82
442,NHL 19,Xbox One,82
443,Lovers in a Dangerous Spacetime,Xbox One,82
444,Bejeweled 3,PC,82
445,Dangerous Waters,PC,82
446,Shift 2: Unleashed,Xbox 360,82
447,Mini Motorways,PC,82
448,Yooka-Laylee and the Impossible Lair,PlayStation 4,82
449,LEGO The Lord of the Rings,PlayStation 3,82
450,Iron Brigade,Xbox 360,82
451,Tomb Raider: Legend,PC,82
452,Peter Jackson's King Kong: The Official Game of the Movie,PlayStation 2,82
453,Asheron's Call 2: Fallen Kings,PC,82
454,Super Monkey Ball Jr.,Game Boy Advance,82
455,WWE SmackDown! Shut Your Mouth,PlayStation 2,82
456,Tom Clancy's The Division 2,Xbox One,82
457,Hotline Miami Collection,Switch,82
458,Yakuza Kiwami 2,PC,82
459,Unreal Tournament III,Xbox 360,82
460,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,Switch,82
461,N++,PlayStation 4,82
462,Gemini Rue,PC,82
463,Tadpole Treble Encore,Switch,82
464,Valkyria Chronicles 4,Switch,82
465,Sonic CD,Xbox 360,82
466,Borderlands 3,Xbox One,82
467,Pro Evolution Soccer 2015,PlayStation 4,82
468,Dyad,PlayStation 3,82
469,Antichamber,PC,82
470,No More Heroes,Switch,82
471,Sonic & All-Stars Racing Transformed,PlayStation 3,82
472,NBA 2K9,PlayStation 3,82
473,Neverwinter Nights 2,PC,82
474,Mega Man Powered Up,PSP,82
475,Desperados III,PlayStation 4,82
476,Darkstalkers Resurrection,Xbox 360,82
477,Chivalry 2,PC,82
478,Dark Souls III: The Ringed City,PlayStation 4,82
479,Dragon Age: Origins - Awakening,PC,82
480,Peter Jackson's King Kong: The Official Game of the Movie,Xbox,82
481,Danganronpa: Trigger Happy Havoc,PC,82
482,Hearthstone: Heroes of Warcraft - Blackrock Mountain,PC,82
483,Madden NFL 07,GameCube,82
484,Rome: Total War Barbarian Invasion,PC,82
485,The Pinball Arcade,Xbox 360,82
486,Gradius V,PlayStation 2,82
487,Marvel: Ultimate Alliance,Xbox 360,82
488,Top Spin 4,PlayStation 3,82
489,Sega Ages: Virtua Racing,Switch,82
490,NCAA Football 12,Xbox 360,82
491,Guitar Hero III: Legends of Rock,PlayStation 2,82
492,The Darkness,Xbox 360,82
493,I Expect You To Die,PlayStation 4,82
494,Etrian Odyssey 2 Untold: The Fafnir Knight,3DS,82
495,Disgaea DS,DS,82
496,Lunar Knights,DS,82
497,Blasphemous,Xbox One,82
498,Hacknet,PC,82
499,The Walking Dead: Season Two Episode 3 - In Harm's Way,Xbox 360,82
500,Test Drive Unlimited,Xbox 360,82
501,Assassin's Creed Valhalla,PC,82
502,Tales of Monkey Island Chapter 3: Lair of the Leviathan,PC,82
503,The Walking Dead: A Telltale Games Series - The Complete First Season,PlayStation Vita,82
504,Blur,Xbox 360,82
505,FIFA 15,Xbox One,82
506,Neverwinter Nights 2: Mask of The Betrayer,PC,82
507,Need for Speed Most Wanted,PlayStation 2,82
508,Sins of a Solar Empire: Rebellion,PC,82
509,Broken Sword: The Sleeping Dragon,PC,82
510,Age of Wonders: Shadow Magic,PC,82
511,ATV Offroad Fury 2,PlayStation 2,82
512,Mega Man Zero,Game Boy Advance,82
513,SOCOM: U.S. Navy SEALs,PlayStation 2,82
514,Tom Clancy's Ghost Recon: Desert Siege,PC,82
515,Warlords Battlecry II,PC,82
516,Ring of Red,PlayStation 2,82
517,Sairento VR,PlayStation 4,82
518,Football Manager Live,PC,82
519,Prey: Mooncrash,Xbox One,82
520,The Walking Dead: Season Two Episode 2 - A House Divided,PlayStation 3,82
521,Marvel: Ultimate Alliance,PC,82
522,Metro Exodus,PC,82
523,Darksiders,PlayStation 3,82
524,The Talos Principle: Road To Gehenna,PC,82
525,No More Heroes 2: Desperate Struggle,Switch,82
526,Lara Croft and the Guardian of Light,PC,82
527,The Outer Worlds,PC,82
528,Stellaris: Utopia,PC,82
529,Tales From The Borderlands: Episode 1 - Zer0 Sum,Xbox One,82
530,Aquaria,PC,82
531,Need for Speed: Underground,PC,82
532,Bloodstained: Curse of the Moon 2,Switch,82
533,Super Puzzle Fighter II Turbo HD Remix,PlayStation 3,82
534,TrackMania Sunrise,PC,82
535,King's Quest Chapter 1: A Knight to Remember,PC,82
536,Ape Escape 2,PlayStation 2,82
537,Viva Pinata: Pocket Paradise,DS,82
538,Huntdown,PlayStation 4,82
539,Skullgirls,PlayStation 3,82
540,PixelJunk Shooter 2,PlayStation 3,82
541,Super Mario 3D All-Stars,Switch,82
542,Tekken Tag Tournament 2,PlayStation 3,82
543,Shantae and the Pirate's Curse,3DS,82
544,The Elder Scrolls V: Skyrim - Dragonborn,Xbox 360,82
545,Galak-Z: The Dimensional,PlayStation 4,82
546,Sportsfriends,PlayStation 4,82
547,Dragon Age II,PC,82
548,Dragon Age II,PlayStation 3,82
549,Little Nightmares II,Switch,82
550,Gears 5: Hivebusters,Xbox One,82
551,Batbarian: Testament of the Primordials,PC,82
552,Under Night In-Birth Exe:Late[cl-r],Switch,82
553,AVICII Invector,Xbox One,82
554,eFootball PES 2020,Xbox One,82
555,Terraria,Switch,82
556,SNK 40th Anniversary Collection,Xbox One,82
557,Swords & Soldiers II: Shawarmageddon,Switch,82
558,Hitman 2,PlayStation 4,82
559,The Banner Saga 3,PC,82
560,Hand of Fate 2,Xbox One,82
561,Pyre,PC,82
562,10 Second Ninja X,Xbox One,82
563,Endless Legend,PC,82
564,Virtua Fighter 5 Final Showdown,PlayStation 3,82
565,Skylanders: Spyro's Adventure,3DS,82
566,Trauma Team,Wii,82
567,Henry Hatsworth in the Puzzling Adventure,DS,82
568,Call of Duty 3,PlayStation 2,82
569,DOOM,Xbox 360,82
570,SOCOM 3: U.S. Navy SEALs,PlayStation 2,82
571,X-Men Legends II: Rise of Apocalypse,GameCube,82
572,Dance Dance Revolution Ultramix,Xbox,82
573,Gladius,GameCube,82
574,NCAA College Basketball 2K3,GameCube,82
575,Tom Clancy's Ghost Recon: Island Thunder,PC,82
576,FIFA Soccer 2002,PlayStation 2,82
577,Extreme-G,Nintendo 64,82
578,Death Stranding,PlayStation 4,82
579,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,82
580,Mega Man 9,Xbox 360,82
581,Far Cry 5,Xbox One,82
582,Okamiden,DS,82
583,Space Invaders Extreme 2,DS,82
584,The Evil Within 2,Xbox One,82
585,Salt and Sanctuary,Switch,82
586,Condemned 2: Bloodshot,PlayStation 3,82
587,Horace,Switch,82
588,Hitman: Blood Money,Xbox 360,82
589,Brutal Legend,Xbox 360,82
590,Creaks,PC,82
591,Kero Blaster,PC,82
592,Skullgirls: 2nd Encore,PlayStation 4,82
593,Fallout: New Vegas,PlayStation 3,82
594,Subnautica: Below Zero,PC,82
595,"Invisible, Inc. Console Edition",PlayStation 4,82
596,Castle Crashers,Xbox 360,82
597,Assassin's Creed Valhalla,Xbox One,82
598,Pro Evolution Soccer 2019,Xbox One,82
599,Monday Night Combat,PC,82
600,The Elder Scrolls V: Skyrim Special Edition,Xbox One,82
601,VIDEOBALL,PC,82
602,Gunman Clive,3DS,82
603,Vectronom,Switch,82
604,The Wolf Among Us: Episode 3 - A Crooked Mile,PC,82
605,The Chronicles of Riddick: Assault on Dark Athena,Xbox 360,82
606,Resident Evil 4,PlayStation 4,82
607,Slime-san,Switch,82
608,Mortal Kombat 11,PlayStation 4,82
609,Tomb Raider: Legend,PlayStation 2,82
610,The Sims 4: Eco Lifestyle,PC,82
611,Pro Evolution Soccer 2013,PlayStation 3,82
612,Tiger Woods PGA Tour 06,GameCube,82
613,X-Men Legends,Xbox,82
614,SOLAS 128,Switch,82
615,Wandersong,PC,82
616,XCOM: Enemy Unknown Plus,PlayStation Vita,82
617,FIFA Soccer 2004,Xbox,82
618,Freedom Fighters,Xbox,82
619,The Lord of the Rings: The Two Towers,GameCube,82
620,NBA Live 2003,GameCube,82
621,Sega GT 2002,Xbox,82
622,Airborne Assault: Red Devils Over Arnhem,PC,82
623,Tekken Advance,Game Boy Advance,82
624,Crazy Taxi 2,Dreamcast,82
625,Fallout Tactics: Brotherhood of Steel,PC,82
626,Ogre Battle 64,Nintendo 64,82
627,Sonic Rush,DS,82
628,Spyro Reignited Trilogy,PlayStation 4,82
629,Need for Speed: Underground 2,PC,82
630,Thief: Deadly Shadows,Xbox,82
631,Pinball Hall of Fame: The Williams Collection,Wii,82
632,Art of Balance Touch!,3DS,82
633,NHL Eastside Hockey Manager 2005,PC,82
634,Legend of Grimrock,PC,82
635,DiRT Rally 2.0,Xbox One,82
636,Knockout City,Xbox Series X,82
637,Borderlands Legendary Collection,Switch,82
638,Devil May Cry 3: Special Edition,Switch,82
639,Super Hydorah,PC,82
640,Little Nightmares II,PlayStation 4,82
641,Control,PlayStation 4,82
642,College Hoops 2K6,Xbox,82
643,Life is Strange 2: Episode 4 - Faith,PC,82
644,Marvel vs. Capcom 2,Xbox 360,82
645,Dominions 3: The Awakening,PC,82
646,eFootball PES 2020,PlayStation 4,82
647,NyxQuest: Kindred Spirits,Wii,82
