,game,platform,rating
276,Muramasa Rebirth,PlayStation Vita,79
277,Star Trek: Elite Force II,PC,79
278,Tiger Woods PGA Tour 11,PlayStation 3,79
279,Sega Ages: Puyo Puyo 2,Switch,79
280,Pinball FX3,PlayStation 4,79
281,This War of Mine: The Little Ones,Xbox One,79
282,Call of Juarez: Bound in Blood,PlayStation 3,79
283,Zuma's Revenge!,PC,79
284,BattleTech,PC,79
285,Xanadu Next,PC,79
286,Obliteracers,PC,79
287,ZEN Pinball 2: Balls of Glory,PlayStation 4,79
288,The Denpa Men: They Came By Wave,3DS,79
289,Traxxpad,PSP,79
290,Olija,PlayStation 4,79
291,Alien Hominid,GameCube,79
292,Othercide,PC,79
293,Relicta,Xbox One,79
294,Torchlight II,Xbox One,79
295,Hasbro Family Game Night: Yahtzee,Xbox 360,79
296,Detroit: Become Human,PlayStation 4,79
297,Tiger Woods PGA Tour,PSP,79
298,Broken Sword: Shadow of the Templars - The Director's Cut,DS,79
299,Layers of Fear,Xbox One,79
300,Baldur's Gate: Enhanced Edition,PC,78
301,Disgaea 3: Absence of Justice,PlayStation 3,78
302,DOOM 3: Resurrection of Evil,PC,78
303,LEGO Indiana Jones: The Original Adventures,PC,78
304,Yakuza 4,PlayStation 3,78
305,Roguebook,PC,78
306,Cyber Shadow,PlayStation 4,78
307,GreedFall,Xbox One,78
308,Descenders,PC,78
309,EVERSPACE,PlayStation 4,78
310,Deathsmiles,PC,78
311,The Sims 3,PlayStation 3,78
312,Wade Hixton's Counter Punch,Game Boy Advance,78
313,Baldur's Gate: Dark Alliance II,PlayStation 2,78
314,NASCAR Thunder 2004,PC,78
315,Dave Mirra Freestyle BMX 3,Game Boy Advance,78
316,Contra: Shattered Soldier,PlayStation 2,78
317,Freekstyle,GameCube,78
318,Dynasty Warriors 3,PlayStation 2,78
319,Shadow of Destiny,PlayStation 2,78
320,Midnight Club: Street Racing,PlayStation 2,78
321,Swing Away Golf,PlayStation 2,78
322,Harvest Moon 64,Nintendo 64,78
323,Sphinx and the Cursed Mummy,PlayStation 2,78
324,Skylanders: Spyro's Adventure,Xbox 360,78
325,Lost Ember,PC,78
326,NHL 17,PlayStation 4,78
327,Madden NFL 12,Xbox 360,78
328,inFamous: Festival of Blood,PlayStation 3,78
329,A Way Out,PlayStation 4,78
330,The Sims 4: City Living,PC,78
331,Rock Band Blitz,PlayStation 3,78
332,Lost Odyssey,Xbox 360,78
333,Rez,PlayStation 2,78
334,SNK vs. Capcom: Match of the Millennium,Switch,78
335,Klonoa 2: Dream Champ Tournament,Game Boy Advance,78
336,Aokana - Four Rhythms Across the Blue,Switch,78
337,For Honor: Marching Fire,PlayStation 4,78
338,Death Road to Canada,PlayStation 4,78
339,Doki Doki Literature Club!,PC,78
340,Far Cry Instincts Evolution,Xbox,78
341,Fallout 4 VR,PC,78
342,Indivisible,PC,78
343,Transformers: Fall of Cybertron,PC,78
344,Gurumin: A Monstrous Adventure,PSP,78
345,Vanquish,PC,78
346,Octahedron: Transfixed Edition,Switch,78
347,Madden NFL 07,PSP,78
348,FIFA Soccer 06,PC,78
349,Yoshi's Woolly World,Wii U,78
350,Stellaris,PC,78
351,The House of the Dead: Overkill,Wii,78
352,The Jackbox Party Pack 5,Switch,78
353,Super Rude Bear Resurrection,PlayStation 4,78
354,Bomberman Land Touch!,DS,78
355,Big Bang Mini,DS,78
356,Mortal Kombat 11,Switch,78
357,SIREN: Blood Curse,PlayStation 3,78
358,WWE '13,Xbox 360,78
359,Tell Me Why,Xbox One,78
360,Pro Evolution Soccer 2010,PlayStation 3,78
361,Hotel Dusk: Room 215,DS,78
362,Adios,PC,78
363,Shady Part of Me,PlayStation 4,78
364,Budget Cuts,PlayStation 4,78
365,Ibb & Obb,Switch,78
366,Double Dragon & Kunio-kun Retro Brawler Bundle,Switch,78
367,Borderlands 3,PlayStation 4,78
368,King's Quest Chapter 5: The Good Knight,PlayStation 4,78
369,Prototype,Xbox 360,78
370,Project: Snowblind,PlayStation 2,78
371,Hyrule Warriors: Age of Calamity,Switch,78
372,The Thing,PlayStation 2,78
373,DeathSpank: Thongs of Virtue,Xbox 360,78
374,Hatsune Miku: Project Diva X,PlayStation 4,78
375,Granblue Fantasy: Versus,PlayStation 4,78
376,Atelier Lulua: The Scion of Arland,Switch,78
377,Alien: Isolation,Xbox One,78
378,DeadCore,PC,78
379,Conker: Live & Reloaded,Xbox,78
380,Castlevania: The Adventure ReBirth,Wii,78
381,The Walking Dead: Season Two Episode 5 - No Going Back,PC,78
382,MLB 2005,PlayStation 2,78
383,Neverwinter Nights: Shadows of Undrentide,PC,78
384,Knockout Kings 2003,GameCube,78
385,Duke Nukem: Manhattan Project,PC,78
386,Konami Collector's Series: Arcade Advanced,Game Boy Advance,78
387,Gradius Galaxies,Game Boy Advance,78
388,Tales of Destiny II,PlayStation,78
389,Metal Gear Solid: Snake Eater 3D,3DS,78
390,Overcooked!,PlayStation 4,78
391,Marvel: Ultimate Alliance,PlayStation 3,78
392,Grand Kingdom,PlayStation 4,78
393,Dauntless,PC,78
394,Freedom Finger,Xbox One,78
395,Bridge Constructor Portal,PlayStation 4,78
396,Wuppo,PC,78
397,Joe Danger 2: The Movie,PlayStation 3,78
398,Robocalypse,DS,78
399,For Honor,PlayStation 4,78
400,The Disney Afternoon Collection,PC,78
401,Closure,PC,78
402,Dead Rising 2,PC,78
403,Insurgency: Sandstorm,PC,78
404,TumbleSeed,Switch,78
405,Vesper,PC,78
406,Rogue Heroes: Ruins of Tasos,Switch,78
407,Werewolf: The Apocalypse - Heart of the Forest,PC,78
408,SUPERHOT: MIND CONTROL DELETE,PC,78
409,The Walking Dead: The Telltale Series - The Final Season,Xbox One,78
410,Forgotton Anne,PlayStation 4,78
411,Call of Duty: Advanced Warfare,PC,78
412,MotorStorm RC,PlayStation Vita,78
413,AstroPop,Xbox 360,78
414,Dragon Quest VI: Realms of Revelation,DS,78
415,Theatrhythm Final Fantasy,3DS,78
416,Teleglitch: Die More Edition,PC,78
417,Age of Empires: Mythologies,DS,78
418,Project Warlock,PC,78
419,Donkey Kong Country,Game Boy Advance,78
420,Immortals Fenyx Rising,Switch,78
421,Murder by Numbers,Switch,78
422,Football Manager 2021,Xbox Series X,78
423,Zero Escape: Zero Time Dilemma,PC,78
424,LEGO Marvel Super Heroes,PC,78
425,League of Legends,PC,78
426,Rabbids Go Home,Wii,78
427,"Warhammer 40,000: Mechanicus",PC,78
428,The Movies: Stunts & Effects,PC,78
429,Observer,PC,78
430,Mobile Suit Gundam: Extreme VS. MaxiBoost ON,PlayStation 4,78
431,Golf Peaks,Switch,78
432,Deus Ex: Human Revolution - The Missing Link,PlayStation 3,78
433,Asphalt 4: Elite Racing,DS,78
434,Shaun White Snowboarding: Road Trip,Wii,78
435,Dynasty Warriors 4,PlayStation 2,78
436,Shox,PlayStation 2,78
437,Super Ghouls 'n Ghosts,Game Boy Advance,78
438,The Thing,Xbox,78
439,Tropico: Paradise Island,PC,78
440,NASCAR Heat 2002,Xbox,78
441,MechWarrior 4: Black Knight Expansion,PC,78
442,Cool Boarders 2001,PlayStation 2,78
443,Ridge Racer V,PlayStation 2,78
444,NFL Blitz 2001,Dreamcast,78
445,Apollo Justice: Ace Attorney,DS,78
446,The Surge 2,Xbox One,78
447,Curse of the Dead Gods,PC,78
448,Rune Factory: A Fantasy Harvest Moon,DS,78
449,The Tomb Raider Trilogy,PlayStation 3,78
450,1001 Spikes,PlayStation 4,78
451,The Walking Dead: 400 Days,PlayStation 3,78
452,Disney Guilty Party,Wii,78
453,Atelier Ryza 2: Lost Legends & the Secret Fairy,PlayStation 5,78
454,Ace Combat 7: Skies Unknown,PC,78
455,Sairento VR,PC,78
456,Skylanders Imaginators,Xbox One,78
457,Warp,PlayStation 3,78
458,Wild Arms 3,PlayStation 2,78
459,Tales of Xillia,PlayStation 3,78
460,Ken Follett's The Pillars of the Earth,PC,78
461,Shadow Warrior 2,Xbox One,78
462,Hatsune Miku: Project Diva F 2nd,PlayStation 3,78
463,Karaoke Revolution Party,PlayStation 2,78
464,The Adventures of Cookie & Cream,PlayStation 2,78
465,Visage,Xbox One,78
466,Swords & Soldiers HD,Wii U,78
467,Pro Evolution Soccer 2011,Wii,78
468,Tom Clancy's Rainbow Six: Vegas 2,PC,78
469,"Blast Works: Build, Trade, Destroy",Wii,78
470,In Other Waters,Switch,78
471,The Room VR: A Dark Matter,PC,78
472,LEGO Star Wars: The Force Awakens,PlayStation 4,78
473,Root Double: Before Crime * After Days - Xtend Edition,Switch,78
474,Yonder: The Cloud Catcher Chronicles,Xbox One,78
475,Arcade Spirits,PC,78
476,Musynx,Switch,78
477,Runner3,PC,78
478,Dungeon of the Endless,Xbox One,78
479,Blaster Master Zero,Switch,78
480,Unravel,PlayStation 4,78
481,Sonic & Sega All-Stars Racing,Wii,78
482,Blackwood Crossing,Xbox One,78
483,Candleman,Xbox One,78
484,Solasta: Crown of the Magister,PC,78
485,Full Metal Furies,Switch,78
486,Fluidity: Spin Cycle,3DS,78
487,Super Street Fighter IV: Arcade Edition,Xbox 360,78
488,Burnout Paradise Remastered,Switch,78
489,Arc the Lad Collection,PlayStation,78
490,Resident Evil: Revelations Collection,Switch,78
491,Battle Chasers: Nightwar,PC,78
492,FIFA Soccer 2005,GameCube,78
493,Tom Clancy's Splinter Cell Pandora Tomorrow,GameCube,78
494,Hitman: Contracts,Xbox,78
495,Puzzle Pirates,PC,78
496,The Lord of the Rings: The Return of the King,PC,78
497,Crimson Sea,Xbox,78
498,2002 FIFA World Cup,GameCube,78
499,Knockout Kings 2002,Xbox,78
500,Star Trek Starfleet Command: Orion Pirates,PC,78
501,CastleStorm,Switch,78
502,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,Xbox One,78
503,Two Worlds II: Pirates of the Flying Fortress,PC,78
504,Part Time UFO,Switch,78
505,Battlefield V,Xbox One,78
506,Forager,Switch,78
507,Devil May Cry 4,PC,78
508,Breath of Fire: Dragon Quarter,PlayStation 2,78
509,The Procession to Calvary,PC,78
510,Soul Bubbles,DS,78
511,Praetorians,PC,78
512,Mario and Donkey Kong: Minis on the Move,3DS,78
513,Naruto: Rise of a Ninja,Xbox 360,78
514,Sonic Rush Adventure,DS,78
515,Stealth Inc: A Clone in the Dark,PlayStation Vita,78
516,Not Tonight: Take Back Control Edition,Switch,78
517,Call of Duty Classic,PlayStation 3,78
518,Bust-A-Move Live!,Xbox 360,78
519,MLB 09: The Show,PSP,78
520,Blasphemous,PlayStation 4,78
521,The Persistence VR,PlayStation 4,78
522,Bejeweled 3,Xbox 360,78
523,Tiger Woods PGA Tour 07,PSP,78
524,Forma.8,PlayStation 4,78
525,Shin Megami Tensei: Persona,PSP,78
526,Toy Story 3,PlayStation 3,78
527,Call of Duty: Black Ops - First Strike,Xbox 360,78
528,Silent Hill: Origins,PSP,78
529,Sniper Elite 4,PC,78
530,Mutant Year Zero: Road to Eden,PC,78
531,Capcom Beat 'Em Up Bundle,Switch,78
532,EA Sports Active 2,PlayStation 3,78
533,Final Fantasy XIV Online: A Realm Reborn,PlayStation 3,78
534,Chime Super Deluxe,PlayStation 3,78
535,DeathSpank: Thongs of Virtue,PlayStation 3,78
536,Lost Planet: Extreme Condition Colonies Edition,Xbox 360,78
537,Chaos on Deponia,PC,78
538,Ashen,Xbox One,78
539,James Bond 007: NightFire,Xbox,78
540,"That Dragon, Cancer",PC,78
541,Curse of the Dead Gods,Switch,78
542,ALTDEUS: Beyond Chronos,PC,78
543,Haven,Xbox Series X,78
544,Spellbreak,Xbox One,78
545,Control: The Foundation,PlayStation 4,78
546,Green Hell,PC,78
547,Life is Strange 2: Episode 3 - Wastelands,PC,78
548,The Missing: JJ Macfield and the Island of Memories,PC,78
549,Mothergunship,PlayStation 4,78
550,Human Resource Machine,PC,78
551,Adventures of Pip,Wii U,78
552,OlliOlli,PC,78
553,Strider,PC,78
554,Dead Space 3,PC,78
555,Anno 1701: Dawn of Discovery,DS,78
556,Tomb Raider: Anniversary,PSP,78
557,Metal Gear Solid: Digital Graphic Novel,PSP,78
558,Condemned: Criminal Origins,PC,78
559,Blitz: The League,Xbox,78
560,Capcom Classics Collection,PlayStation 2,78
561,Shin Megami Tensei: Digital Devil Saga,PlayStation 2,78
562,Culdcept,PlayStation 2,78
563,MVP Baseball 2003,PC,78
564,Midtown Madness 2,PC,78
565,Need for Speed: Porsche Unleashed,PlayStation,78
566,The Wonderful 101,Wii U,78
567,Kingdom Under Fire: Heroes,Xbox,78
568,Fatal Frame III: The Tormented,PlayStation 2,78
569,WWE SmackDown vs. Raw 2009,PlayStation 3,78
570,Mario Golf: World Tour,3DS,78
571,Street Fighter Anniversary Collection,PlayStation 2,78
572,New Play Control! Donkey Kong Jungle Beat,Wii,78
573,NHL 16,PlayStation 4,78
574,Rock Band 4,PlayStation 4,78
575,Karaoke Revolution Presents: American Idol,PlayStation 2,78
576,Crash Commando,PlayStation 3,78
577,Dragon's Dogma: Dark Arisen,PlayStation 4,78
578,Mushroom 11,PC,78
579,A Way Out,PC,78
580,Dragon's Dogma: Dark Arisen,Switch,78
581,MLB The Show 21,PlayStation 5,78
582,Killzone: Mercenary,PlayStation Vita,78
583,My Friend Pedro,Switch,78
584,WarioWare Gold,3DS,78
585,Dragon's Dogma,PlayStation 3,78
586,Remnant: From the Ashes,PC,78
587,Tropico 4: Modern Times,PC,78
588,Don't Starve: Console Edition,PlayStation 4,78
589,NFL Blitz,Xbox 360,78
590,Call of Duty 2: Big Red One,Xbox,78
591,Shady Part of Me,PC,78
592,Super Monkey Ball Deluxe,PlayStation 2,78
593,Mega Man ZX Advent,DS,78
594,Taiko no Tatsujin: Drum 'n' Fun!,Switch,78
595,Shinsekai: Into the Depths,Switch,78
596,Sega Ages: Shinobi,Switch,78
597,Soul of Darkness,DS,78
598,Atelier Lulua: The Scion of Arland,PlayStation 4,78
599,Cosmic Star Heroine,Switch,78
600,Ken Follett's The Pillars of the Earth,Xbox One,78
601,Skullgirls,Xbox 360,78
602,NCAA March Madness 06,PlayStation 2,78
603,Ultimate Spider-Man,DS,78
604,Pit People,PC,78
605,Super Cloudbuilt,PlayStation 4,78
606,Brandish: The Dark Revenant,PSP,78
607,Burnout,GameCube,78
608,Drakan: The Ancients' Gates,PlayStation 2,78
609,KUNAI,PC,78
610,Madden NFL 06,PC,78
611,Hearts of Iron: Platinum,PC,78
612,Armed and Dangerous,PC,78
613,Gladius,PlayStation 2,78
614,MLB Slugfest 20-04,PlayStation 2,78
615,Star Trek: Starfleet Command III,PC,78
616,Splashdown,Xbox,78
617,Star Wars: Jedi Starfighter,Xbox,78
618,NCAA College Football 2K2,Dreamcast,78
619,FIFA 07 Soccer,PC,78
620,Fortnite,PlayStation 4,78
621,Hand of Fate,PC,78
622,Mortal Kombat: Shaolin Monks,Xbox,78
623,Virtua Fighter 5 Ultimate Showdown,PlayStation 4,78
624,Yakuza 4 Remastered,PlayStation 4,78
625,Q.U.B.E. 2,Xbox One,78
626,Brass Tactics,PC,78
627,Heavy Rain & Beyond: Two Souls Collection,PlayStation 4,78
628,Call of Duty: Modern Warfare 3,PC,78
629,NHL 06,GameCube,78
630,RIGS: Mechanized Combat League,PlayStation 4,78
631,Star Wars: Republic Commando,PC,78
632,Penumbra: Black Plague,PC,78
633,Moving Out,Xbox One,78
634,Puzzle Quest: The Legend Returns,Switch,78
635,World Soccer Winning Eleven 9,PSP,78
636,DiRT 4,PC,78
637,Marvel's Guardians of the Galaxy: The Telltale Series,PC,78
638,Avernum 2: Crystal Souls,PC,78
639,Watch Dogs,Xbox One,78
640,Grand Theft Auto: Liberty City Stories,PlayStation 2,78
641,Resident Evil: Revelations,Switch,78
642,Elemental: Fallen Enchantress,PC,78
643,Crimson Gem Saga,PSP,78
644,Heavy Rain,PlayStation 4,78
645,What The Dub?!,PlayStation 4,78
646,Nelly Cootalot: The Fowl Fleet,Switch,78
647,Electronic Super Joy,Wii U,78
648,So Many Me,PC,78
649,MotoGP '07,Xbox 360,78
650,Wings of Prey,PC,78
651,Cladun: This is an RPG,PSP,78
652,NHL 2K7,Xbox 360,78
653,Pro Evolution Soccer 2012,Xbox 360,78
