,game,platform,rating
654,The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,PC,78
655,Tales of the Abyss,PlayStation 2,78
656,Baldur's Gate II: Enhanced Edition,PC,78
657,State of Decay,Xbox 360,78
658,Dynasty Tactics 2,PlayStation 2,78
659,Retro/Grade,PlayStation 3,78
660,Sonic & All-Stars Racing Transformed,Wii U,78
661,Under Night In-Birth Exe:Late[st],PlayStation 4,78
662,Fallout 4: Far Harbor,Xbox One,78
663,Sonic Colors,Wii,78
664,NHL 06,PlayStation 2,78
665,Far Cry Instincts Predator,Xbox 360,78
666,LEGO City Undercover,Switch,78
667,Skylanders Trap Team,Xbox One,78
668,The Sims 2: Open for Business,PC,78
669,PixelJunk Eden 2,Switch,78
670,A Fisherman's Tale,PC,78
671,Immortal Redneck,Xbox One,78
672,Disgaea 3: Absence of Detention,PlayStation Vita,78
673,AlphaBounce,DS,78
674,Fire Emblem: Radiant Dawn,Wii,78
675,Max Payne,Game Boy Advance,78
676,The Simpsons: Hit & Run,PlayStation 2,78
677,MLB 2003,PlayStation,78
678,Pokemon Stadium 2,Nintendo 64,78
679,NBA Live 2001,PC,78
680,Heavy Metal: F.A.K.K. 2,PC,78
681,Earth 2150,PC,78
682,StarLancer,PC,78
683,Bangai-O HD: Missile Fury,Xbox 360,78
684,Tropico 6,PC,78
685,GRID Autosport,PC,78
686,Dissidia 012: Duodecim Final Fantasy,PSP,78
687,Mega Man Zero Collection,DS,78
688,Sonic & Sega All-Stars Racing,DS,78
689,The Magic Obelisk,Wii,78
690,Pro Evolution Soccer 2010,PC,78
691,Lunar: Silver Star Story Complete,PlayStation,78
692,Remnant: From the Ashes - Subject 2923,PC,78
693,Trials of Mana,PC,78
694,Never Give Up,Switch,78
695,The Forest,PlayStation 4,78
696,My Brother Rabbit,Xbox One,78
697,ATOMIK: RunGunJumpGun,Switch,78
698,Disney Infinity 3.0 Edition,Xbox One,78
699,Greed Corp,PlayStation 3,78
700,The Legend of Heroes: Trails of Cold Steel II,PlayStation 4,78
701,Shakedown Hawaii,PlayStation 4,78
702,Call of Duty: Ghosts,Xbox One,78
703,The Walking Dead: Season Two Episode 4 - Amid the Ruins,PC,78
704,Call of Juarez: Bound in Blood,PC,78
705,Assassin's Creed Syndicate,Xbox One,78
706,Metal Slug Anthology,PSP,78
707,John Wick Hex,PlayStation 4,78
708,Hearthstone: Heroes of Warcraft - Curse of Naxxramas,PC,78
709,Rock Band Blitz,Xbox 360,78
710,Worms W.M.D,PlayStation 4,78
711,Oreshika: Tainted Bloodlines,PlayStation Vita,78
712,The Sims 2 Seasons,PC,78
713,The Textorcist: The Story of Ray Bibbia,PC,78
714,Darknet,PlayStation 4,78
715,Amnesia Collection,PlayStation 4,78
716,Life is Strange: Episode 2 - Out of Time,PlayStation 4,78
717,Kinect Nat Geo TV,Xbox 360,78
718,Joint Operations: Escalation,PC,78
719,Skylanders Trap Team,PlayStation 4,78
720,Charlie Murder,Xbox 360,78
721,Call of Duty: Ghosts,PlayStation 4,78
722,Viva Pinata,PC,78
723,EyeToy: Kinetic,PlayStation 2,78
724,Bejeweled Twist,PC,78
725,Mercury Meltdown,PSP,78
726,The Banner Saga 2,PlayStation 4,78
727,Plants vs Zombies: Garden Warfare,PC,78
728,Dragon Ball: Origins,DS,78
729,SingStar '80s,PlayStation 2,78
730,Fury Unleashed,PlayStation 4,78
731,The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PlayStation 4,78
732,The Legend of Zelda: Breath of the Wild - The Master Trials,Switch,78
733,Melty Blood Actress Again Current Code,PC,78
734,Rune Factory 4,3DS,78
735,Thomas Was Alone,PlayStation Vita,78
736,Little Nightmares,PlayStation 4,78
737,PlanetSide 2,PlayStation 4,78
738,NHL 2K7,Xbox,78
739,Metal Slug 3,Xbox 360,78
740,GRID 2,Xbox 360,78
741,Tropico 6,Xbox One,78
742,Atelier Shallie Plus: Alchemists of the Dusk Sea,PlayStation Vita,78
743,Medal of Honor: Airborne,PC,78
744,Rebelstar: Tactical Command,Game Boy Advance,78
745,A Kingdom for Keflings,Xbox 360,78
746,Red Faction,PC,78
747,Rain on Your Parade,Switch,78
748,The Sojourn,PC,78
749,Disney's Extreme Skate Adventure,PlayStation 2,78
750,Stronghold: Crusader,PC,78
751,Dragon Warrior VII,PlayStation,78
752,NHL Hitz 20-02,PlayStation 2,78
753,Konami Krazy Racers,Game Boy Advance,78
754,Summoner,PC,78
755,Armored Core 2,PlayStation 2,78
756,Madden NFL 2001,PC,78
757,ATV Offroad Fury 3,PlayStation 2,78
758,Death Squared,Switch,78
759,Wargame: Red Dragon,PC,78
760,Inazuma Eleven,3DS,78
761,WWE SmackDown vs. Raw 2007,PSP,78
762,MySims Agents,Wii,78
763,Shin Megami Tensei: Devil Survivor Overclocked,3DS,78
764,NBA 2K20,PlayStation 4,78
765,Dandy Dungeon: Legend of Brave Yamada,Switch,78
766,Forager,PC,78
767,Bridge Constructor Portal,Xbox One,78
768,This War of Mine: The Little Ones,PlayStation 4,78
769,Need for Speed: Carbon,PC,78
770,Top Gear Rally,Game Boy Advance,78
771,Etherlords II,PC,78
772,Ace Combat: Assault Horizon,Xbox 360,78
773,Good Job!,Switch,78
774,Samurai Gunn,PC,78
775,The Walking Dead: 400 Days,PC,78
776,Life is Strange 2,PlayStation 4,78
777,Trials Rising,Switch,78
778,WWE SmackDown vs. Raw 2009,PlayStation 2,78
779,El Shaddai: Ascension of the Metatron,PlayStation 3,78
780,Ghostbusters: The Video Game,PlayStation 3,78
781,New Super Mario Bros. 2,3DS,78
782,DeathSpank: Thongs of Virtue,PC,78
783,Tabula Rasa,PC,78
784,Oxenfree,Xbox One,78
785,NFL Street 2,Xbox,78
786,Dead Rising 3,Xbox One,78
787,Tales From The Borderlands: Episode 4 - Escape Plan Bravo,PlayStation 4,78
788,Mount & Blade: Warband,PC,78
789,Nancy Drew: The Ransom of the Seven Ships,PC,78
790,Madden NFL 08,PlayStation 2,78
791,Tom Clancy's Splinter Cell Double Agent,PlayStation 3,78
792,LEGO Star Wars,PlayStation 2,78
793,RiME,PC,78
794,Alien Hominid,PlayStation 2,78
795,Call of the Sea,PC,78
796,Grand Slam Tennis,Wii,78
797,Switchball,Xbox 360,78
798,Wario Land: Shake It!,Wii,78
799,Star Wars Republic Commando,Xbox,78
800,The Awesome Adventures of Captain Spirit,Xbox One,78
801,Hue,Xbox One,78
802,Ibb & Obb,PlayStation 3,78
803,Deadlight,PC,78
804,Fallout 3: The Pitt,PC,78
805,Samurai Shodown,Xbox One,78
806,Far Cry 5,PC,78
807,LEGO Indiana Jones: The Original Adventures,Wii,78
808,RIDE 4,Xbox One,78
809,Going Under,PC,78
810,Pro Evolution Soccer 2014,PlayStation 3,78
811,Skylanders Giants,Wii,78
812,Chibi-Robo! Park Patrol,DS,78
813,SNK 40th Anniversary Collection,Switch,78
814,Creature in the Well,Xbox One,78
815,Dead Space 3,Xbox 360,78
816,R.U.S.E.,Xbox 360,78
817,Samurai Shodown: Special Edition,Xbox Series X,78
818,Galak-Z: The Dimensional,PC,78
819,Anomaly: Warzone Earth,PlayStation 3,78
820,Boktai 2: Solar Boy Django,Game Boy Advance,78
821,ESPN Major League Baseball,Xbox,78
822,Road Rash: Jailbreak,Game Boy Advance,78
823,Iridion II,Game Boy Advance,78
824,All-Star Baseball 2004,PlayStation 2,78
825,Austerlitz: Napoleon's Greatest Victory,PC,78
826,Dropship: United Peace Force,PlayStation 2,78
827,MotoGP 2,PlayStation 2,78
828,Luigi's Mansion,GameCube,78
829,Desperados: Wanted Dead or Alive,PC,78
830,Mars Matrix,Dreamcast,78
831,Zone of the Enders,PlayStation 2,78
832,Dirt Track Racing: Sprint Cars,PC,78
833,Star Trek: Bridge Crew,PC,78
834,Alice in Wonderland,DS,78
835,Eastshade,PC,78
836,Hyrule Warriors: Definitive Edition,Switch,78
837,Scott Pilgrim vs. the World: The Game - Complete Edition,Xbox One,78
838,The Walking Dead: The Telltale Series - The Final Season,PlayStation 4,78
839,Ridge Racer 7,PlayStation 3,78
840,EA SPORTS UFC 4,PlayStation 4,78
841,Crash Bandicoot N. Sane Trilogy,Switch,78
842,ABZU,PlayStation 4,78
843,Bad Apple Wars,PlayStation Vita,78
844,Toki Tori 2 +,PlayStation 4,78
845,Joe Dever's Lone Wolf HD Remastered,PC,78
846,Every Extend Extra Extreme,Xbox 360,78
847,Life is Strange: Before the Storm - Episode 1: Awake,PlayStation 4,78
848,Tropico 4,PC,78
849,PGA Tour 2K21,Xbox One,78
850,Transference,PC,78
851,Call of Duty: Infinite Warfare,Xbox One,78
852,EVERSPACE: Stellar Edition,Switch,78
853,Starlink: Battle for Atlas,Xbox One,78
854,Ironcast,Xbox One,78
855,AR-K Episode 3: The Great Escape,PC,78
856,World Class Poker with T.J. Cloutier,PC,78
857,Puzzle Quest: Challenge of the Warlords,PlayStation 2,78
858,Tales From The Borderlands: Episode 2 - Atlas Mugged,PC,78
859,Injustice: Gods Among Us,PlayStation 3,78
860,Star Wars: Squadrons,Xbox One,78
861,The Count Lucanor,PC,78
862,Five Nights at Freddy's,PC,78
863,Baseball Mogul 2007,PC,78
864,Outlast,PlayStation 4,78
865,NASCAR 06: Total Team Control,PlayStation 2,78
866,Pac-Man Championship Edition 2,PC,78
867,Call of Duty: Black Ops III - Zombies Chronicles,PlayStation 4,78
868,Crashlands,PC,78
869,Iratus: Lord of the Dead,PC,78
870,King's Bounty: Crossworlds,PC,78
871,Everybody's Gone to the Rapture,PlayStation 4,78
872,Horizon Chase Turbo,PlayStation 4,78
873,Offworld Trading Company,PC,78
874,Olija,Switch,78
875,Dawn of Discovery: Venice,PC,78
876,EyeToy: Play 2,PlayStation 2,78
877,Destiny 2: Shadowkeep,PC,78
878,Pro Evolution Soccer 2010,Xbox 360,78
879,Mega Man 10,PlayStation 3,78
880,DARQ: Complete Edition,Switch,78
881,Haven,Switch,78
882,Wingspan,Switch,78
883,PHOGS!,Switch,78
884,Inmost,Switch,78
885,Atomicrops,PC,78
886,Depixtion,Switch,78
887,Age of Wonders: Planetfall,PlayStation 4,78
888,Legendary Gary,PC,78
889,Everybody's Golf,PlayStation 4,78
890,Shadows of Adam,PC,78
891,Flywrench,PlayStation 4,78
892,Style Savvy: Fashion Forward,3DS,78
893,Dungelot: Shattered Lands,PC,78
894,Dying Light: The Following,PlayStation 4,78
895,Teslagrad,PlayStation 4,78
896,The Walking Dead: Season Two Episode 4 - Amid the Ruins,PlayStation 3,78
897,Battlefield 3: End Game,PC,78
898,Marvel vs. Capcom Origins,Xbox 360,78
899,Call of Duty: Black Ops - Annihilation,Xbox 360,78
900,Ace Attorney Investigations: Miles Edgeworth,DS,78
901,Top Spin 3,Xbox 360,78
902,Fire Pro Wrestling Returns,PlayStation 2,78
903,NCAA March Madness 2005,PlayStation 2,78
904,Pac-Man vs.,GameCube,78
905,World Tour Soccer 2003,PlayStation 2,78
906,Crash Bandicoot: The Huge Adventure,Game Boy Advance,78
907,Amped: Freestyle Snowboarding,Xbox,78
908,Dave Mirra Freestyle BMX 2,GameCube,78
909,Tony Hawk's Pro Skater 2x,Xbox,78
910,NHL FaceOff 2001,PlayStation,78
911,Castlevania,Nintendo 64,78
912,Titan Quest,PC,78
913,Call of Duty 2: Big Red One,PlayStation 2,78
914,Tom Clancy's Ghost Recon: Shadow Wars,3DS,78
915,Plants vs. Zombies: Battle for Neighborville,PlayStation 4,78
916,Deathtrap,PC,78
917,Yomawari: Midnight Shadows,PlayStation 4,78
918,Excitebots: Trick Racing,Wii,78
919,Kokuga,3DS,78
920,Spider-Man: Web of Shadows,DS,78
921,The Missing: JJ Macfield and the Island of Memories,PlayStation 4,78
922,Galactic Civilizations: Altarian Prophecy,PC,78
923,Graceful Explosion Machine,Switch,78
924,UEFA EURO 2008,PlayStation 2,77
925,Pop Island,DS,77
926,NBA Live 06,PlayStation 2,77
927,Republique: Episode 1 - Exordium,PC,77
928,Prince of Persia: The Forgotten Sands,Wii,77
929,Mega Man Legacy Collection,3DS,77
930,Mutant Storm Reloaded,Xbox 360,77
931,Mortal Kombat: Armageddon,Xbox,77
932,NFL Street 2,GameCube,77
933,Story of Seasons: Friends of Mineral Town,Switch,77
934,Vacation Simulator,PC,77
935,Nintendo Land,Wii U,77
936,Sonic Generations,PC,77
937,Elite: Dangerous,PlayStation 4,77
938,Kingdom Hearts HD 1.5 ReMIX,PlayStation 3,77
939,WRC 8 FIA World Rally Championship,PC,77
940,Starhawk,PlayStation 3,77
941,Skylanders Giants,PlayStation 3,77
942,Yakuza 2,PlayStation 2,77
943,Brain Age 2: More Training in Minutes a Day,DS,77
944,Regalia: Of Men and Monarchs - Royal Edition,Xbox One,77
945,Railway Empire,Xbox One,77
946,Puddle,PlayStation Vita,77
947,Devil May Cry HD Collection,Xbox 360,77
948,Game of Thrones: Episode One - Iron From Ice,PlayStation 4,77
949,Tiny Barbarian DX,Switch,77
950,Reigns,PC,77
951,Mega Man 9,PlayStation 3,77
952,Sonic & Sega All-Stars Racing,PlayStation 3,77
953,Mafia II,PC,77
954,EA Sports MMA,PlayStation 3,77
955,Etrian Mystery Dungeon,3DS,77
956,Sega Rally Revo,Xbox 360,77
957,HARDCORE MECHA,PlayStation 4,77
958,Pawarumi,Switch,77
959,Battlefleet Gothic: Armada 2,PC,77
960,Tower of Time,PC,77
961,The Inner World,Xbox One,77
962,Linelight,PlayStation 4,77
963,Letter Quest: Grimm's Journey Remastered,Xbox One,77
964,Dance Dance Revolution Extreme,PlayStation 2,77
965,NHL 2005,Xbox,77
966,Delta Force: Black Hawk Down,PC,77
967,Rayman 3: Hoodlum Havoc,GameCube,77
968,Arx Fatalis,PC,77
969,Geoff Crammond's Grand Prix 4,PC,77
970,Emperor: Rise of the Middle Kingdom,PC,77
971,NFL Blitz 20-02,GameCube,77
972,Kinetica,PlayStation 2,77
973,Ground Control: Dark Conspiracy,PC,77
974,Birds of Steel,Xbox 360,77
975,College Hoops 2K6,PlayStation 2,77
976,Life is Strange 2: Episode 4 - Faith,PlayStation 4,77
977,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PC,77
978,Apollo Justice: Ace Attorney,3DS,77
979,Call of Cthulhu: Dark Corners of the Earth,Xbox,77
980,Bridge Constructor Portal,PC,77
981,OutRun 2006: Coast 2 Coast,Xbox,77
982,NBA Live 09,Xbox 360,77
983,Sherlock Holmes: Crimes & Punishments,PC,77
984,Audica,PC,77
985,Just Dance 2019,Xbox One,77
986,No Man's Sky,Xbox One,77
987,Life Goes On: Done to Death,PlayStation 4,77
988,Proteus,PlayStation Vita,77
989,Rune Factory 3: A Fantasy Harvest Moon,DS,77
990,Shank 2,Xbox 360,77
991,Far Cry Primal,Xbox One,77
992,Sanctum 2,Xbox 360,77
993,Sky Force Anniversary,Xbox One,77
994,Livelock,Xbox One,77
995,Eets: Chowdown,Xbox 360,77
996,DOOM Eternal: The Ancient Gods Part Two,PC,77
997,Aven Colony,Xbox One,77
998,Nintendo Labo: Toycon 01 Variety Kit,Switch,77
999,RISK: Factions,Xbox 360,77
1000,ArmA II,PC,77
1001,Rebel Galaxy Outlaw,PC,77
1002,Ultimate Marvel vs. Capcom 3,PlayStation 4,77
1003,Dead or Alive 5 Ultimate,PlayStation 3,77
1004,Life is Strange: Before the Storm - Episode 3: Hell is Empty,PlayStation 4,77
1005,Pac-Man Championship Edition 2,PlayStation 4,77
1006,Street Fighter V,PlayStation 4,77
1007,Narita Boy,PlayStation 4,77
1008,I Am Dead,PC,77
1009,Mega Man 11,Xbox One,77
1010,Minecraft: Wii U Edition,Wii U,77
1011,F1 2013,PC,77
1012,Your Shape Fitness Evolved 2012,Xbox 360,77
1013,Angry Birds,PSP,77
1014,DeathSpank,PC,77
1015,Al Emmo and the Lost Dutchman's Mine,PC,77
1016,Tony Hawk's American Wasteland,Xbox,77
1017,SoulCalibur V,Xbox 360,77
1018,Pro Evolution Soccer 2011,PlayStation 3,77
1019,Final Fantasy IV: The Complete Collection,PSP,77
1020,Othercide,PlayStation 4,77
1021,Expeditions: Conquistador,PC,77
1022,Call of Juarez: Bound in Blood,Xbox 360,77
1023,Capcom Arcade Stadium,PlayStation 4,77
1024,Life is Strange: Episode 1 - Chrysalis,PC,77
1025,Wasteland 2: Director's Cut,Xbox One,77
1026,Field Commander,PSP,77
1027,Cyber Shadow,PlayStation 5,77
1028,Shu,PlayStation 4,77
1029,Gary Grigsby's World at War,PC,77
1030,Jupiter Hell,PC,77
1031,RUSH,Wii U,77
1032,LEGO Batman 2: DC Super Heroes,Wii U,77
1033,Zeno Clash,PC,77
1034,Hamtaro: Ham-Ham Games,Game Boy Advance,77
1035,I-Ninja,GameCube,77
1036,James Bond 007: NightFire,PlayStation 2,77
1037,Harry Potter and the Chamber of Secrets,Xbox,77
1038,Operation Flashpoint: Resistance,PC,77
1039,World Tour Soccer 2002,PlayStation 2,77
1040,Etherlords,PC,77
1041,FIFA Soccer 2002,PC,77
1042,Alone in the Dark: The New Nightmare,PlayStation,77
1043,Tenchu 2: Birth of the Stealth Assassins,PlayStation,77
1044,Army Men: Air Combat,Nintendo 64,77
1045,Pokemon Snap,Nintendo 64,77
1046,Banjo-Kazooie,Xbox 360,77
1047,They Are Billions,PC,77
1048,Virginia,PlayStation 4,77
1049,FIFA Soccer 09,PC,77
1050,FIFA World Cup: Germany 2006,PC,77
1051,Pillars of Eternity II: Deadfire,PlayStation 4,77
1052,1979 Revolution: Black Friday,Switch,77
1053,Giana Sisters: Twisted Dreams,PC,77
1054,Alien Swarm,PC,77
1055,Art Style: BASE 10,DS,77
1056,Rune Factory 2: A Fantasy Harvest Moon,DS,77
1057,FIFA World Cup: Germany 2006,PlayStation 2,77
1058,Soldiers: Heroes of World War II,PC,77
1059,Shadows of the Damned,PlayStation 3,77
1060,The Elder Scrolls Online: Morrowind,PC,77
1061,The Godfather,Xbox,77
1062,Sakuna: Of Rice and Ruin,PlayStation 4,77
1063,Cat Quest II,Switch,77
1064,Whispers of a Machine,PC,77
1065,Flashback,Switch,77
1066,Bloodstained: Curse of the Moon,PC,77
1067,Figment,PC,77
1068,Project Zero 2: Wii Edition,Wii,77
1069,Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PlayStation 4,77
1070,Stellaris: Console Edition,PlayStation 4,77
1071,The Elder Scrolls Online: Tamriel Unlimited,Xbox One,77
1072,Inazuma Eleven Go: Chrono Stones: Thunderflash,3DS,77
1073,Kaze and the Wild Masks,PlayStation 4,77
1074,LEGO City Undercover,Xbox One,77
1075,Baldur's Gate: Siege of Dragonspear,PC,77
1076,EA Sports UFC 3,Xbox One,77
1077,Gears of War 3: RAAM's Shadow,Xbox 360,77
1078,Crysis 3,PlayStation 3,77
1079,Mega Man Zero 3,Game Boy Advance,77
1080,Indivisible,PlayStation 4,77
1081,Pinstripe,Switch,77
1082,The Walking Dead: The Telltale Series - The Final Season,PC,77
1083,Final Fantasy XV: Royal Edition,PlayStation 4,77
1084,Kerbal Space Program,PlayStation 4,77
1085,Men of War: Assault Squad,PC,77
1086,Singularity,PlayStation 3,77
1087,Command & Conquer 3: Kane's Wrath,PC,77
1088,ATV Offroad Fury 4,PlayStation 2,77
1089,FIFA World Cup: Germany 2006,Xbox,77
1090,Car Battler Joe,Game Boy Advance,77
1091,Blasphemous,Switch,77
1092,Life is Strange: Before the Storm,PlayStation 4,77
1093,Tales of Symphonia Chronicles,PlayStation 3,77
1094,Killzone: Liberation,PSP,77
1095,ONRUSH,Xbox One,77
1096,The Escapists 2,Xbox One,77
1097,Arena Wars,PC,77
1098,Eldest Souls,PC,77
1099,SpellForce 3: Fallen God,PC,77
1100,Super Cane Magic ZERO,PlayStation 4,77
1101,Little Red Lie,PlayStation 4,77
1102,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion,Xbox One,77
1103,Furi,Xbox One,77
1104,Corpse Party,3DS,77
1105,Element4l,PC,77
1106,Anomaly 2,PC,77
1107,Final Fight: Double Impact,Xbox 360,77
1108,Samurai Warriors 5,Xbox One,77
1109,Ancestors Legacy,PC,77
1110,Outlast 2,Xbox One,77
1111,The Bigs,PlayStation 3,77
1112,Observer: System Redux,PlayStation 5,77
1113,MotorStorm: Apocalypse,PlayStation 3,77
1114,The Last Guy,PlayStation 3,77
1115,Valiant Hearts: The Great War,PlayStation 4,77
1116,XCOM 2 Collection,Switch,77
1117,Plants vs. Zombies: Battle for Neighborville,PC,77
1118,11-11: Memories Retold,Xbox One,77
1119,Mini Metro,PC,77
1120,Battlefield 2: Modern Combat,Xbox 360,77
1121,Mortal Kombat: Shaolin Monks,PlayStation 2,77
1122,MLB SlugFest: Loaded,Xbox,77
1123,True Crime: Streets of LA,Xbox,77
1124,Massive Assault,PC,77
1125,Fatal Frame,Xbox,77
1126,Kelly Slater's Pro Surfer,PlayStation 2,77
1127,MTV Music Generator 2,PlayStation 2,77
1128,Taiko Drum Master,PlayStation 2,77
1129,Sonic Generations,Xbox 360,77
1130,Duke Nukem 3D: 20th Anniversary World Tour,PlayStation 4,77
1131,Scott Pilgrim vs. the World: The Game,PlayStation 3,77
1132,King's Quest Chapter 1: A Knight to Remember,PlayStation 4,77
1133,Ape Escape 3,PlayStation 2,77
1134,Shadows: Awakening,PC,77
1135,Batman: The Enemy Within - Episode 1: The Enigma,Xbox One,77
1136,Bomb Chicken,Switch,77
1137,Sonic the Hedgehog (Live Arcade),Xbox 360,77
1138,Thomas Was Alone,PC,77
1139,The Adventure Pals,Switch,77
1140,World of Final Fantasy,PC,77
1141,Ittle Dew 2+,Switch,77
1142,Quantum Break,Xbox One,77
1143,World of Final Fantasy,PlayStation 4,77
1144,Dungeons & Dragons: Chronicles of Mystara,Xbox 360,77
1145,Super Crush K.O.,Switch,77
1146,Wik & the Fable of Souls,Xbox 360,77
1147,Blasphemous,PC,77
1148,Universe at War: Earth Assault,PC,77
1149,The Incredible Adventures of Van Helsing II,PC,77
1150,Life is Strange: Episode 2 - Out of Time,PC,77
1151,The Council - Episode 3: Ripples,Xbox One,77
1152,Herald: An Interactive Period Drama,PC,77
1153,3D Classics: Kid Icarus,3DS,77
1154,Daytona USA,Xbox 360,77
1155,Teslagrad,PC,77
1156,Fae Tactics,PC,77
1157,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,PC,77
1158,Hearts of Iron III,PC,77
1159,#IDARB,Xbox One,77
1160,Azure Striker Gunvolt,3DS,77
1161,FIFA Soccer 06,PSP,77
1162,Darksiders II: Deathinitive Edition,Switch,77
1163,Space Junkies,PC,77
1164,Echoes Of Aetheria,PC,77
1165,Life is Strange: Episode 1 - Chrysalis,Xbox One,77
1166,Pacer,PlayStation 4,77
1167,Nexus: The Jupiter Incident,PC,77
1168,Naruto Shippuden: Ultimate Ninja Storm 3,PlayStation 3,77
1169,Supreme Commander 2,PC,77
1170,Orcs Must Die! 3,PC,77
1171,Orwell,PC,77
1172,Super Little Acorns 3D Turbo,3DS,77
1173,Turok 3: Shadow of Oblivion,Nintendo 64,77
1174,World of Tanks: Xbox 360 Edition,Xbox 360,77
1175,Surge Deluxe,PlayStation Vita,77
1176,Yakuza 3 Remastered,PlayStation 4,77
1177,The Turing Test,Switch,77
1178,Lumo,Switch,77
1179,Shank 2,PlayStation 3,77
1180,Penny Arcade Adventures: Episode One,PC,77
1181,Stuntman,Game Boy Advance,77
1182,NFL Blitz 20-02,Xbox,77
1183,Kirby 64: The Crystal Shards,Nintendo 64,77
1184,Game Builder Garage,Switch,77
1185,The Suffering,Xbox,77
1186,Still There,PC,77
1187,NEO Scavenger,PC,77
1188,ARMS,Switch,77
1189,Child of Light,PC,77
1190,Silent Hill: Shattered Memories,PlayStation 2,77
1191,Wulverblade,Xbox One,77
1192,Game of Thrones: Episode Three - The Sword in the Darkness,PC,77
1193,Spec Ops: The Line,PlayStation 3,77
1194,LEGO Batman: The Videogame,PlayStation 2,77
1195,Watch Dogs,PC,77
1196,ITTA,Switch,77
1197,20XX,Switch,77
1198,Tomb Raider: Anniversary,Xbox 360,77
1199,NHL 17,Xbox One,77
1200,Tony Hawk's American Wasteland,PlayStation 2,77
1201,Sid Meier's Railroads!,PC,77
1202,Darksiders Genesis,PC,77
1203,SUPERHOT: MIND CONTROL DELETE,PlayStation 4,77
1204,Magic Duels: Origins,PC,77
1205,WordJong,DS,77
1206,Olija,PC,77
1207,Lumines Live!,Xbox 360,77
1208,MotoGP 3: Ultimate Racing Technology,PC,77
1209,DoDonPachi Resurrection,Xbox 360,77
1210,11-11: Memories Retold,PlayStation 4,77
1211,Minecraft: Story Mode - Episode 1: The Order of the Stone,Xbox One,77
1212,Baldur's Gate: Dark Alliance II,Xbox,77
1213,Deliver Us The Moon,PlayStation 4,77
1214,NCAA Football 08,PlayStation 3,77
1215,Eldritch,PC,77
1216,Unravel Two,PlayStation 4,77
1217,Hitman GO: Definitive Edition,PlayStation 4,77
1218,Kirby's Return to Dream Land,Wii,77
1219,Poochy & Yoshi's Woolly World,3DS,77
1220,The Godfather: Blackhand Edition,Wii,77
1221,Need for Speed Underground 2,Xbox,77
1222,The Pathless,PlayStation 5,77
1223,Final Fantasy III,DS,77
1224,Heaven's Vault,Switch,77
1225,Touhou Spell Bubble,Switch,77
1226,Oddworld: Abe's Oddysee - New 'n' Tasty,Switch,77
1227,Let's Sing Queen,PlayStation 4,77
1228,Ion Fury,Switch,77
1229,Signs of the Sojourner,PC,77
1230,A Fold Apart,PC,77
1231,FORM,PlayStation 4,77
1232,My Memory of Us,Switch,77
1233,Horizon Chase Turbo,Xbox One,77
1234,Shadow of the Tomb Raider,PC,77
1235,Outlast: Bundle of Terror,Switch,77
1236,Marvel vs. Capcom: Infinite,Xbox One,77
1237,Cosmic Star Heroine,PC,77
1238,Human Resource Machine,Switch,77
1239,Attack on Titan,Xbox One,77
1240,On Rusty Trails,PC,77
1241,Lumo,PC,77
1242,Mega Man Legacy Collection,PlayStation 4,77
1243,Stealth Inc 2: A Game of Clones,PC,77
1244,Tappingo 2,3DS,77
1245,3D Classics: Kirby's Adventure,3DS,77
1246,Red Dead Redemption: Liars and Cheats,Xbox 360,77
1247,The Void,PC,77
1248,Rise of Flight: The First Great Air War,PC,77
1249,LEGO Indiana Jones: The Original Adventures,Xbox 360,77
1250,FIFA Soccer 08,PC,77
1251,Heroes of Might and Magic V,PC,77
1252,FIFA Soccer 2005,PC,77
1253,MTX Mototrax,PlayStation 2,77
1254,Broken Sword: The Sleeping Dragon,Xbox,77
1255,True Crime: Streets of LA,GameCube,77
1256,Ultimate Muscle: Legends vs New Generation,GameCube,77
1257,Harry Potter and the Chamber of Secrets,GameCube,77
1258,Smuggler's Run 2: Hostile Territory,PlayStation 2,77
1259,MotoGP,PlayStation 2,77
1260,You Don't Know Jack: 5th Dementia,PC,77
1261,Dungeon Defenders,Xbox 360,77
1262,Unreal Tournament,PlayStation 2,77
1263,Retro Game Challenge,DS,77
1264,DK: Jungle Climber,DS,77
1265,Sanctum 2,PC,77
1266,The King of Fighters XIII,PlayStation 3,77
1267,Soldner-X 2: Final Prototype,PlayStation 3,77
1268,Operation Flashpoint: Dragon Rising,Xbox 360,77
1269,Magic: Duels of the Planeswalkers 2014,PC,77
1270,Dead Nation,PlayStation 3,77
1271,Ultimate Spider-Man,Xbox,77
1272,DodoGo!,DS,77
1273,Black,Xbox,77
1274,Arcana Heart,PlayStation 2,77
1275,Stranglehold,Xbox 360,77
1276,Fable III: Traitor's Keep Quest Pack,Xbox 360,77
1277,Section 8: Prejudice,PC,77
1278,Lego Indiana Jones: The Original Adventures,PlayStation 2,77
1279,Transformers: Devastation,PlayStation 4,77
1280,LEGO City Undercover,PlayStation 4,77
