,game,platform,rating
311,Dynasty Warriors 2,PlayStation 2,75
312,X-Men: Mutant Academy,PlayStation,75
313,Airfix Dogfighter,PC,75
314,Shovel Knight Showdown,Switch,75
315,NightSky,3DS,75
316,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,PlayStation 4,75
317,Omensight,PC,75
318,Bomber Crew,PC,75
319,The Evil Within: The Consequence,PlayStation 4,75
320,Super Princess Peach,DS,75
321,Hakuoki: Memories of the Shinsengumi,3DS,75
322,A Total War Saga: TROY,PC,75
323,The King of Fighters XI,PlayStation 2,75
324,Stella Deus: The Gate of Eternity,PlayStation 2,75
325,Shakedown Hawaii,Switch,75
326,Chroma Squad,PC,75
327,Beatbuddy: Tale of the Guardians,PC,75
328,Disney DuckTales Remastered,PlayStation 3,75
329,Marvel's Spider-Man: Silver Lining,PlayStation 4,75
330,Bit.Trip Fate,Wii,75
331,Ghosts 'n Goblins Resurrection,Switch,75
332,Shenmue I & II,PlayStation 4,75
333,Just Cause,PC,75
334,Double Dragon Advance,Game Boy Advance,75
335,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,PC,75
336,Pocket Rumble,Switch,75
337,Resident Evil: Revelations 2 - Episode 4: Metamorphosis,PlayStation 4,75
338,Unmechanical: Extended Edition,PlayStation 4,75
339,Observation,PlayStation 4,75
340,Doraemon: Story of Seasons,Switch,75
341,Mass Effect 3: Leviathan,PC,75
342,Symphony,PC,75
343,Iron Harvest,PC,75
344,Black Future '88,Switch,75
345,Bleed,Switch,75
346,Ironcast,PC,75
347,Samurai Jack: Battle Through Time,Xbox One,75
348,Coffee Talk,PC,75
349,Disney Classic Games: Aladdin and the Lion King,Switch,75
350,The Flame in the Flood,Switch,75
351,Attack on Titan 2: Final Battle,PlayStation 4,75
352,"Gremlins, Inc.",PC,75
353,Assault Heroes 2,Xbox 360,75
354,Super Mario Bros. 35,Switch,75
355,Phantom: Covert Ops,PC,75
356,Hydro Thunder Hurricane,Xbox 360,75
357,The Stretchers,Switch,75
358,Broken Sword 5 - The Serpent's Curse,Switch,75
359,Sorcerer King,PC,75
360,Swords & Soldiers II,Wii U,75
361,The Eye of Judgment,PlayStation 3,75
362,Madden NFL 06,PSP,75
363,Drakensang: The Dark Eye,PC,75
364,LEGO Star Wars III: The Clone Wars,Xbox 360,75
365,Gun,Xbox 360,75
366,X-Men Origins: Wolverine,Xbox 360,75
367,Mundaun,PlayStation 4,75
368,Tell Me Why,PC,75
369,Carrion,PC,75
370,Ion Fury,PlayStation 4,75
371,VirtuaVerse,PC,75
372,Overland,Switch,75
373,The Gardens Between,PlayStation 4,75
374,Total War: Arena,PC,75
375,Life is Strange: Before the Storm - Episode 3: Hell is Empty,PC,75
376,Reus,PlayStation 4,75
377,Event[0],PC,75
378,Tropico 5 Penultimate Edition,Xbox One,75
379,Resident Evil: Revelations 2,PlayStation 4,75
380,Guardians of Middle-Earth,PlayStation 3,75
381,NBA Jam,Xbox 360,75
382,Spider-Man: Shattered Dimensions,Wii,75
383,Sol Survivor,PC,75
384,Ultimate Spider-Man,PC,75
385,Missing: Since January,PC,75
386,Prince of Persia: The Sands of Time,Game Boy Advance,75
387,Magic: The Gathering Online,PC,75
388,Worms World Party,PC,75
389,Blade of Darkness,PC,75
390,Dead or Alive 5 Last Round,PlayStation 4,75
391,Evolve,Xbox One,75
392,Sonic the Hedgehog 4: Episode I,PlayStation 3,75
393,Evoland 2: A Slight Case of Spacetime Continuum Disorder,PC,75
394,Tokyo Xanadu,PlayStation Vita,75
395,Batman: The Brave and the Bold - The Videogame,DS,75
396,Pato Box,Switch,75
397,Anomaly 2,PlayStation 4,75
398,Sundered,PC,75
399,Railway Empire,PC,75
400,Every Extend Extra,PSP,74
401,Ivy the Kiwi?,Wii,74
402,Hasbro Family Game Night: Sorry! Sliders,Xbox 360,74
403,Real World Golf,Xbox,74
404,Lara Croft and the Temple of Osiris,PlayStation 4,74
405,Just Cause,Xbox,74
406,Epistory - Typing Chronicles,PC,74
407,Tricky Towers,Switch,74
408,Minit,Xbox One,74
409,Aegis Defenders,Switch,74
410,Furi,Switch,74
411,Batman: Arkham Origins,PC,74
412,Droplitz,Xbox 360,74
413,Neo Cab,Switch,74
414,Batman: Arkham VR,PlayStation 4,74
415,Back to the Future: The Game - Episode I: It's About Time,PC,74
416,Chili Con Carnage,PSP,74
417,Dead Nation: Apocalypse Edition,PlayStation 4,74
418,The Wolf Among Us: Episode 4 - In Sheep's Clothing,Xbox 360,74
419,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PC,74
420,Rock of Ages 3: Make & Break,Xbox One,74
421,The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,PC,74
422,ClaDun x2,PSP,74
423,Zoo Keeper,DS,74
424,Calling All Cars!,PlayStation 3,74
425,Romancing SaGa 3,PlayStation 4,74
426,Back to the Future: The Game - Episode II: Get Tannen!,PC,74
427,Costume Quest,Xbox 360,74
428,Sky Force Reloaded,Switch,74
429,LEGO DC Super-Villains,PlayStation 4,74
430,Serious Sam II,PC,74
431,Prototype 2,Xbox 360,74
432,Slain: Back from Hell,PC,74
433,Call of Duty: Black Ops III - Eclipse,PlayStation 4,74
434,Atelier Meruru Plus: The Apprentice of Arland,PlayStation Vita,74
435,Red Faction II,Xbox,74
436,Robotech: Battlecry,GameCube,74
437,James Bond 007: Agent Under Fire,GameCube,74
438,Triple Play Baseball,PlayStation 2,74
439,Tiger Woods PGA Tour 2001,PlayStation 2,74
440,Battlestations: Pacific,PC,74
441,Destroy All Humans! 2,PlayStation 2,74
442,Inazuma Eleven Go: Light,3DS,74
443,The Sims 3: Late Night Expansion Pack,PC,74
444,Everybody's Golf VR,PlayStation 4,74
445,Resident Evil: Revelations 2 - Episode 2: Contemplation,Xbox One,74
446,The Sims 3: Ambitions,PC,74
447,Pokemon Trozei!,DS,74
448,Tiger Woods PGA Tour 14,PlayStation 3,74
449,FlatOut: Head On,PSP,74
450,Hellmut: The Badass from Hell,Xbox One,74
451,Bladed Fury,PC,74
452,Lode Runner Legacy,Switch,74
453,Fallout 4: Nuka-World,PC,74
454,Adventures of Pip,PlayStation 4,74
455,Awesomenauts Assemble!,PlayStation 4,74
456,Medal of Honor,Xbox 360,74
457,War World: Tactical Combat,PC,74
458,Sam & Max: Save the World,Xbox 360,74
459,Narita Boy,Switch,74
460,Portal Knights,Switch,74
461,Greg Hastings' Tournament Paintball,Xbox,74
462,Overload,PC,74
463,Inazuma Eleven 2: Firestorm,DS,74
464,Patapon 3,PSP,74
465,Need for Speed ProStreet,DS,74
466,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,PC,74
467,Shadowgrounds,PC,74
468,Darksiders Genesis,Switch,74
469,Tom Clancy's Rainbow Six: Lockdown,Xbox,74
470,Majin and the Forsaken Kingdom,Xbox 360,74
471,SuperHyperCube,PlayStation 4,74
472,Spartan: Total Warrior,PlayStation 2,74
473,Castlevania Anniversary Collection,PlayStation 4,74
474,The Raven Remastered,Switch,74
475,The Room,Switch,74
476,ICEY,Switch,74
477,CastleStorm: Definitive Edition,PlayStation 4,74
478,Shadows: Heretic Kingdoms,PC,74
479,Edge (2011),PC,74
480,Call of Duty: Black Ops,DS,74
481,Naruto: Clash of Ninja Revolution,Wii,74
482,The SpongeBob SquarePants Movie,Xbox,74
483,Titan Souls,PC,74
484,Major League Baseball 2K10,PlayStation 3,74
485,Spider-Man: Shattered Dimensions,PlayStation 3,74
486,Tetris Axis,3DS,74
487,Hotshot Racing,Switch,74
488,Far Cry 4: Valley of the Yetis,PlayStation 4,74
489,Rad,PlayStation 4,74
490,Radiata Stories,PlayStation 2,74
491,Stealth Inc 2: A Game of Clones,PlayStation 4,74
492,Valkyrie Profile: Covenant of the Plume,DS,74
493,Darkstalkers Chronicle: The Chaos Tower,PSP,74
494,Army of Two,PlayStation 3,74
495,Semblance,Switch,74
496,Space Colony (Steam Edition),PC,74
497,Sniper Elite III: Ultimate Edition,PlayStation 4,74
498,Capcom Classics Collection Volume 2,PlayStation 2,74
499,Midway Arcade Treasures 2,GameCube,74
500,Hitman: Contracts,PC,74
501,SpellForce: The Order of Dawn,PC,74
502,XIII,Xbox,74
503,Pac-Man World 2,GameCube,74
504,Ultimate Fighting Championship: Tapout,Xbox,74
505,Atari Anniversary Edition,PC,74
506,The Legend of Dragoon,PlayStation,74
507,Bad Mojo,PC,74
508,Starlink: Battle for Atlas,Switch,74
509,Resident Evil 6,PlayStation 3,74
510,The Alliance Alive,3DS,74
511,Story of Seasons: Trio of Towns,3DS,74
512,Assassin's Creed Valhalla: Wrath of the Druids,PC,74
513,MindSeize,Switch,74
514,Death end re;Quest 2,PlayStation 4,74
515,The Coma 2: Vicious Sisters,Switch,74
516,Dark Nights with Poe and Munro,PC,74
517,Alone With You,PC,74
518,Neverwinter,PlayStation 4,74
519,Grim Legends: The Forsaken Bride,Xbox One,74
520,Need for Speed Underground Rivals,PSP,74
521,Inazuma Eleven 2: Blizzard,DS,74
522,Vietcong (2003),PC,74
523,Star Ocean: The Last Hope International,PlayStation 3,74
524,Bad North,PC,74
525,Immortal Redneck,Switch,74
526,Marble Saga: Kororinpa,Wii,74
527,Just Cause 3,PC,74
528,Dance Central Spotlight,Xbox One,74
529,Smash Court Tennis Pro Tournament 2,PlayStation 2,74
530,Neversong,PC,74
531,Masters of Anima,PlayStation 4,74
532,Frobisher Says!,PlayStation Vita,74
533,Monster Sanctuary,Switch,74
534,Superliminal,PC,74
535,Super Mutant Alien Assault,Switch,74
536,Devil May Cry,Switch,74
537,Moonlighter,PC,74
538,Jacob Jones and the Bigfoot Mystery: Episode One - A Bump in the Night,PlayStation Vita,74
539,Naruto: Clash of Ninja 2,GameCube,74
540,MX vs. ATV Reflex,PlayStation 3,74
541,Song of Horror,PC,74
542,Take Command: 2nd Manassas,PC,74
543,Kingdom,PC,74
544,Dead Rising 2: Case West,Xbox 360,74
545,Onimusha: Warlords,Xbox One,74
546,Tom Clancy's Rainbow Six Siege,Xbox One,74
547,Super Monkey Ball: Banana Blitz,Wii,74
548,void tRrLM(); //Void Terrarium,Switch,74
549,Alder's Blood,Switch,74
550,Age of Booty,PlayStation 3,74
551,Blackguards 2,PC,74
552,Insurgency,PC,74
553,Madden NFL 25,PlayStation 4,74
554,Disgaea D2: A Brighter Darkness,PlayStation 3,74
555,DARQ: Complete Edition,PlayStation 5,74
556,Monster Energy Supercross - The Official Videogame 3,Xbox One,74
557,Omensight,PlayStation 4,74
558,Paper Monsters Recut,Wii U,74
559,Fat Princess: Fistful of Cake,PSP,74
560,Need for Speed Heat,Xbox One,74
561,Resonance of Fate,Xbox 360,74
562,Formula One Championship Edition,PlayStation 3,74
563,GRIP: Combat Racing,PC,74
564,Inazuma Eleven,DS,74
565,Space Pirates and Zombies,PC,74
566,Runaway: A Road Adventure,PC,74
567,I Am Setsuna,PlayStation 4,74
568,Ring of Pain,PC,74
569,A Hat in Time,Xbox One,74
570,Midway Arcade Treasures 2,PlayStation 2,74
571,Legacy of Kain: Defiance,Xbox,74
572,Magic Pengel: The Quest for Color,PlayStation 2,74
573,EverQuest Online Adventures,PlayStation 2,74
574,NCAA March Madness 2003,PlayStation 2,74
575,Rocky,PlayStation 2,74
576,NBA Live 2001,PlayStation 2,74
577,Hotline Miami 2: Wrong Number,PC,74
578,Harvest Moon 3D: A New Beginning,3DS,74
579,Killer7,GameCube,74
580,"Warhammer 40,000: Space Marine",PC,74
581,"Guns, Gore & Cannoli",PC,74
582,The Sky Crawlers: Innocent Aces,Wii,74
583,Not a Hero,PlayStation 4,74
584,99Bullets,DS,74
585,Pendragon,PC,74
586,PGA Tour 2K21,PC,74
587,Tesla vs Lovecraft,Switch,74
588,Binary Domain,Xbox 360,74
589,Dr. Mario / Puzzle League,Game Boy Advance,74
590,Sega Rally Revo,PC,74
591,Destroy All Humans!,PlayStation 2,74
592,Evidence: The Last Ritual,PC,74
593,Deponia,PC,74
594,Battle Brothers,Switch,74
595,Biped,PC,74
596,Shadow Bug,Switch,74
597,The Escapists,Xbox One,74
598,Dungeon Siege: Throne of Agony,PSP,74
599,The Raven: Legacy of a Master Thief,PC,74
600,Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Xbox One,74
601,Nobunaga's Ambition: Sphere of Influence - Ascension,PlayStation 4,74
602,Dungeon Runners,PC,74
603,Blitzkrieg (2003),PC,74
604,Genji: Dawn of the Samurai,PlayStation 2,74
605,Trackmania,PC,74
606,Where the Water Tastes Like Wine,PC,74
607,Batman: Arkham Origins,Xbox 360,74
608,Marvel: Ultimate Alliance 2,PlayStation 3,74
609,Masters of Anima,Xbox One,74
610,Zoonies - Escape From Makatu,DS,74
611,Rugby 08,PlayStation 2,74
612,Ankh,PC,74
613,Meteos: Disney Magic,DS,74
614,Cars 2: The Video Game,PlayStation 3,74
615,Black Future '88,PC,74
616,Assassin's Creed Syndicate,PC,74
617,Mercury Hg,Xbox 360,74
618,Big Brain Academy,DS,74
619,Expeditions: Viking,PC,74
620,Def Jam Rapstar,Xbox 360,74
621,Far Cry Primal,PC,74
622,Tom Clancy's HAWX,PlayStation 3,74
623,Bad Mojo: Redux,PC,74
624,Magicka,PC,74
625,Mages of Mystralia,PC,74
626,The Coma 2: Vicious Sisters,Xbox One,74
627,Life is Strange 2: Episode 2 - Rules,Xbox One,74
628,The Turing Test,PC,74
629,3D Thunder Blade,3DS,74
630,Galaga Legions DX,Xbox 360,74
631,Naruto Shippuden: Ultimate Ninja Storm Generations,PlayStation 3,74
632,LEGO Batman: The Videogame,Wii,74
633,Prince of Persia Rival Swords,PSP,74
634,One Line Coloring,Switch,74
635,Resolutiion,Switch,74
636,The Surge,Xbox One,74
637,Borderlands: The Pre-Sequel,Xbox 360,74
638,The Sims 3 Supernatural,PC,74
639,Dai Senryaku VII: Modern Military Tactics,Xbox,74
640,Worms 3D,PC,74
641,Rayman 3: Hoodlum Havoc,PC,74
642,Headhunter,PlayStation 2,74
643,Comanche 4,PC,74
644,Icewind Dale: Heart of Winter,PC,74
645,Dino Crisis,Dreamcast,74
646,Summoner,PlayStation 2,74
647,Star Trek: Klingon Academy,PC,74
648,Total Annihilation: Kingdoms,PC,74
649,Disney Infinity,Xbox 360,74
650,Just Dance 3,Wii,74
651,CAPSIZED,Xbox 360,74
